module_id,n_genes,gwas_or,gwas_p,gwas_fdr_bh,twas_or,twas_p,twas_fdr_bh,smr_or,smr_p,smr_fdr_bh,de_or,de_p,de_fdr_bh
grey,3940,0.3773761793628947,0.004820924375589072,0.05303016813147979,1.0276174269918876,0.8193381585374514,0.9161935087915443,0.8958438986693714,0.36485191187675026,0.6174416970221928,0.6763296605902094,2.5728566197184843e-11,8.086120804829523e-11
yellow,1587,0.506990548159096,0.2538554898423143,0.5019636710671851,0.993615674378083,1.0,1.0,1.1796443760745634,0.3110551962616195,0.57630915524673,0.5675995746326373,1.1891446891044656e-09,2.906798128922027e-09
turquoise,3334,0.5232904042283928,0.05776058542870517,0.25414657588630274,0.670894774921988,0.003997722490585066,0.043974947396435725,0.8498045494630583,0.22481061502350108,0.549537058946336,0.3036767870383866,3.0955850210871823e-57,3.4051435231959006e-56
cyan,375,0.5513663346906736,1.0,1.0,1.2290864117432383,0.49371324632795915,0.7521942515375573,1.562519307023452,0.12458591501332252,0.5376226038820624,1.8678583126666979,7.274883157129703e-06,1.150205328833911e-05
green,1568,0.25170285227756495,0.03468463428512658,0.1907654885681962,0.8914395098386477,0.6081825892989159,0.8362510602860094,0.8495521172638436,0.44494613322958537,0.6992010665036341,0.37982812171023816,4.231907557001293e-21,1.862039325080569e-20
brown,2253,2.1797299746284886,0.0031420341620027,0.05303016813147979,0.8708776183740823,0.4256291487285203,0.7521942515375573,1.1460236767464642,0.31435044831639813,0.57630915524673,2.9355291512073243,7.804696758834328e-79,1.7170332869435522e-77
black,1022,1.6890590555748928,0.1580005638106171,0.43450155047919703,1.466428434513541,0.036229723142919015,0.15941078182884366,0.9158284678730776,0.7563004691351002,0.8757163326827476,2.301877396008742,1.4665447238590775e-23,8.065995981224927e-23
midnightblue,370,2.318280235075781,0.10229189031760214,0.3214887981410353,1.2464872698866265,0.4903432120650668,0.7521942515375573,1.2279108635097493,0.4939525205495118,0.7018148954009025,1.4918738354417966,0.007027370918892145,0.008136955800822484
lightyellow,226,3.8465068842427335,0.023481630582221014,0.1721986242696208,1.2989696756820044,0.5068958352890092,0.7521942515375573,1.2797504244762046,0.5104108330188382,0.7018148954009025,1.8268806842386067,0.0008007519225056884,0.000978696794173619
tan,411,1.542262231995602,0.4512916125756157,0.6205259672914716,1.223520909482579,0.5128597169574254,0.7521942515375573,1.4185090187374227,0.19549912868438635,0.5376226038820624,1.9565929192681584,3.8248702584584846e-07,7.649740516916969e-07
royalblue,217,0.9613914373088684,1.0,1.0,1.153920133082648,0.6542034712700229,0.8466162569376767,0.36918084619544866,0.18353425823089828,0.5376226038820624,0.8449957408524038,0.5253516701398055,0.5253516701398055
magenta,679,0.9197174141458829,1.0,1.0,0.47552195135290337,0.030138449969273857,0.15941078182884366,0.9625195455740517,1.0,1.0,0.44913364012021034,1.1625190557823856e-07,2.5575419227212486e-07
darkred,204,2.0763659699303263,0.25582584680319465,0.5019636710671851,1.8845871040723983,0.06617713033357536,0.24264947788977634,1.8566053511705685,0.10252016290771597,0.5376226038820624,2.019584612724273,0.00016832857454234928,0.00021783697881951083
pink,793,1.6174372006646467,0.28347217495317256,0.5019636710671851,1.868562478263408,0.0012820678508857846,0.02820549271948726,1.3706953904641217,0.1268668206779616,0.5376226038820624,3.4977229880994463,1.1536509217540526e-46,8.46010675952972e-46
blue,2532,1.3757061191354056,0.22346507884859634,0.5019636710671851,1.0959496795015913,0.49175174170011504,0.7521942515375573,0.9654477452861268,0.8913779036067944,0.9805156939674738,0.7299288990704622,7.319488456215797e-06,1.150205328833911e-05
lightgreen,227,1.8622222222222222,0.2966148965397003,0.5019636710671851,0.0,0.007417788641792275,0.05439711670647669,0.3526137944742596,0.18782659585675576,0.5376226038820624,2.029720754621626,4.559217562847348e-05,6.686852425509444e-05
lightcyan,339,2.536299633905942,0.08025208335402843,0.2942576389647709,0.8524868705591597,0.8579511891688245,0.9161935087915443,0.9645383871549308,1.0,1.0,2.7272434915773354,1.8365968778498972e-13,6.73418855211629e-13
purple,484,0.42486751381845117,0.7326448426786137,0.9481286199370296,0.5894479385045422,0.2270828550056833,0.624477851265629,0.41154758865141705,0.03683388641450612,0.5376226038820624,0.43753938158030403,4.324439088422915e-06,7.928138328775346e-06
red,1260,0.993605079131395,1.0,1.0,1.1683949255377828,0.393902640982973,0.7521942515375573,1.2592026987698441,0.1877017040393635,0.5376226038820624,0.6835605684209541,0.00012928595225061815,0.00017776818434459997
grey60,302,0.0,0.4089375033771373,0.6205259672914716,0.8194080735214191,0.8490943890356217,0.9161935087915443,0.5326232332847348,0.25969458791092404,0.5713280934040329,0.15015795015795017,3.9572316139376006e-10,1.0882386938328401e-09
salmon,398,1.5939429788240862,0.44322187307333405,0.6205259672914716,1.4897186147186148,0.13805784456356296,0.433896082914055,1.1376227390180877,0.6222227569756972,0.7815160075276132,1.3931232970641838,0.022456960264573927,0.02470265629103132
greenyellow,440,0.9476154236428209,1.0,1.0,1.0397861670924402,0.8745483493010195,0.9161935087915443,1.1221081660793626,0.6394221879771381,0.7815160075276132,0.7672385851847664,0.11644586549778721,0.12199090671196755
