Geneid,Symbol,Caudate_TWAS.Z,Caudate_FDR,Caudate_GWAS.SNP,DLPFC_TWAS.Z,DLPFC_FDR,DLPFC_GWAS.SNP,HIPPO_TWAS.Z,HIPPO_FDR,HIPPO_GWAS.SNP
ENSG00000118197,DDX59,-0.270052551838832,0.9168336569427932,Risk SNP,,,,,,
ENSG00000172460,PRSS30P,0.270101896161014,0.9168336569427932,Other,,,,,,
ENSG00000173801,JUP,-0.269910801460124,0.9168336569427932,Other,0.50289,0.844546593186373,Other,,,
ENSG00000114331,ACAP2,-0.271166327918867,0.9168336569427932,Other,1.87444,0.271867915309446,Other,1.40912,0.465642857142857,Other
ENSG00000130037,KCNA5,-0.269535662649803,0.9168336569427932,Other,1.28124,0.520000943841435,Other,,,
ENSG00000122515,ZMIZ2,-0.269863119562213,0.9168336569427932,Other,,,,,,
ENSG00000232352,SEMA3B-AS1,0.270279702282529,0.9168336569427932,Other,,,,,,
ENSG00000137513,NARS2,0.269417804965107,0.9168336569427932,Other,0.10478,0.968032736375891,Other,,,
ENSG00000278272,HIST1H3C,-0.268570629810405,0.9168336569427932,Risk SNP,,,,,,
ENSG00000164403,SHROOM1,-0.268402106721968,0.9168336569427932,Other,,,,,,
ENSG00000266368,ENSG00000266368,-0.268362959000451,0.9168336569427932,Other,,,,,,
ENSG00000152904,GGPS1,0.26833237158241,0.9168336569427932,Other,,,,,,
ENSG00000088836,SLC4A11,-0.268261976521278,0.9168336569427932,Other,0.4727,0.856015713233489,Other,,,
ENSG00000105650,PDE4C,-0.269316046975821,0.9168336569427932,Other,-0.420727,0.873078449905482,Other,-0.144404,0.960339699863574,Other
ENSG00000164125,FAM198B,-0.267983878473637,0.9168817023501108,Other,,,,,,
ENSG00000164465,DCBLD1,0.26728522713338,0.9173060357802464,Other,-0.000365,1.0,Other,,,
ENSG00000228203,RNF144A-AS1,0.267057376346993,0.9173090672555912,Other,1.359278,0.48567617107943,Other,-0.35189,0.906705974842767,Other
ENSG00000272146,ARF4-AS1,-0.266274904903838,0.9178082649781814,Other,,,,,,
ENSG00000123159,GIPC1,0.264943869942978,0.9187113786772048,Other,,,,-0.308059,0.922461985924113,Other
ENSG00000204428,LY6G5C,0.264816223479409,0.9187113786772048,Risk SNP,,,,,,
ENSG00000136098,NEK3,0.2645060794463,0.918787843047794,Other,,,,0.4584,0.86259436808582,Other
ENSG00000226472,ENSG00000226472,-0.263998721980493,0.9190406813892124,Other,-0.84155,0.704351810317206,Other,,,
ENSG00000239510,RPL9P5,-0.262908770036717,0.9197036660812123,Other,-0.227,0.932042297325316,Other,0.35282,0.906025173064821,Other
ENSG00000237854,LINC00674,-0.26280793464004,0.9197036660812123,Other,,,,,,
ENSG00000231742,LINC01273,0.26119773288142,0.9199374939687462,Other,,,,,,
ENSG00000116922,C1orf109,0.261391161549077,0.9199374939687462,Other,0.58,0.818730799893702,Other,,,
ENSG00000144218,AFF3,0.261759500386271,0.9199374939687462,Other,0.497289,0.845802093718844,Other,0.193,0.951119154929577,Other
ENSG00000118961,LDAH,-0.261491433718096,0.9199374939687462,Other,-0.210864,0.936719179487179,Other,-0.08474,0.976696706192359,Other
ENSG00000082213,C5orf22,0.261260051974255,0.9199374939687462,Other,,,,,,
ENSG00000198060,MARCH5,0.261636699740258,0.9199374939687462,Other,0.8323,0.707298502707869,Other,0.09245,0.976696706192359,Other
ENSG00000138592,USP8,0.260508909448722,0.9201512899598387,Other,0.68462,0.767821944995747,Other,,,
ENSG00000197893,NRAP,-0.260573006281965,0.9201512899598387,Other,,,,,,
ENSG00000172954,LCLAT1,0.260056616857047,0.9203545155034109,Other,-1.157769,0.570368155012637,Other,-0.80201,0.720150256849315,Other
ENSG00000141560,FN3KRP,0.259460606768358,0.9206860555203976,Other,-0.05431,0.985135246670418,Other,0.1241,0.968191569845988,Other
ENSG00000008988,RPS20,0.258672920254857,0.9211887180371868,Other,,,,,,
ENSG00000255670,ENSG00000255670,0.258084134078047,0.9215136710270234,Other,-0.00716,0.997092040256176,Other,0.92639,0.674584571154768,Other
ENSG00000134962,KLB,0.257256991391497,0.9220514203608258,Other,,,,,,
ENSG00000127920,GNG11,0.256143144111696,0.9228451424521292,Other,,,,,,
ENSG00000230606,ENSG00000230606,0.255492821352315,0.9230138092504996,Other,,,,,,
ENSG00000171084,FAM86JP,0.25554792012386,0.9230138092504996,Other,0.43397,0.868124970188409,Other,-0.02376,0.995009936305733,Other
ENSG00000181061,HIGD1A,-0.255278762390603,0.9230138092504996,Other,-0.36177,0.891927486970315,Other,,,
ENSG00000092439,TRPM7,0.255042398282851,0.923023817082465,Other,,,,,,
ENSG00000237764,ENSG00000237764,0.253847569808051,0.923688250277418,Other,0.71974,0.751744334689134,Other,0.7028,0.762799044966176,Other
ENSG00000243566,UPK3B,0.253966052202186,0.923688250277418,Other,,,,,,
ENSG00000141562,NARF,0.253334872578544,0.9239447699382324,Other,,,,,,
ENSG00000001084,GCLC,-0.252183697398792,0.9242653282822209,Other,,,,,,
ENSG00000118507,AKAP7,-0.25204692864932,0.9242653282822209,Other,,,,,,
ENSG00000254997,KRTAP5-9,-0.251999930246506,0.9242653282822209,Other,,,,,,
ENSG00000224223,VSTM2A-OT1,0.251849177216903,0.9242653282822209,Other,,,,,,
ENSG00000161277,THAP8,0.251971533520104,0.9242653282822209,Other,,,,0.313753,0.921529809465273,Other
ENSG00000280241,ENSG00000280241,-0.251159666984797,0.9246792822364008,Other,,,,,,
ENSG00000163636,PSMD6,-0.250204407639144,0.924861090030741,Risk SNP,-3.20619,0.0235691082802548,Risk SNP,,,
ENSG00000092094,OSGEP,0.24992612119338,0.924861090030741,Other,,,,,,
ENSG00000124721,DNAH8,0.250160381741652,0.924861090030741,Other,,,,,,
ENSG00000270055,ENSG00000270055,0.24982913454948,0.924861090030741,Other,-0.69869,0.760953062392673,Other,-1.72285,0.330017208007813,Other
ENSG00000276234,TADA2A,-0.250227457810161,0.924861090030741,Other,,,,,,
ENSG00000105750,ZNF85,-0.24882443416735,0.9249533502548212,Other,0.182549,0.946087096774194,Other,0.212496,0.949289639381797,Other
ENSG00000251580,ENSG00000251580,0.249232984297158,0.9249533502548212,Other,,,,,,
ENSG00000176148,TCP11L1,-0.249009873108676,0.9249533502548212,Other,0.02724,0.992299833425874,Other,-0.313029,0.921529809465273,Other
ENSG00000212124,TAS2R19,-0.249244099179246,0.9249533502548212,Other,-1.13174,0.581082990961381,Other,-0.91702,0.677297438330171,Other
ENSG00000240498,CDKN2B-AS1,0.248526874866616,0.9250177240432068,Other,,,,,,
ENSG00000013810,TACC3,0.248247755084594,0.9250656739398398,Other,-0.04136,0.989379245987309,Other,,,
ENSG00000225217,HSPA7,-0.247636024310909,0.925295832842358,Other,,,,,,
ENSG00000164292,RHOBTB3,0.247538648927435,0.925295832842358,Other,,,,,,
ENSG00000215305,VPS16,-0.24646600139035,0.9260499624973156,Other,,,,,,
ENSG00000164167,LSM6,0.246035047307351,0.9262328965473444,Other,,,,,,
ENSG00000122085,MTERF4,-0.245136046900597,0.926431082422139,Other,0.095582,0.970748945956305,Other,0.06085,0.98492890625,Other
ENSG00000261402,ENSG00000261402,0.245293347495358,0.926431082422139,Other,0.9355,0.668536585365854,Other,1.4718,0.437346009353079,Other
ENSG00000167553,TUBA1C,-0.245270904070021,0.926431082422139,Other,0.02629,0.992675535846267,Other,0.18166,0.952083147321428,Other
ENSG00000119703,ZC2HC1C,-0.24417310512745,0.9267596028449134,Other,,,,,,
ENSG00000122591,FAM126A,-0.24411050754697,0.9267596028449134,Other,,,,,,
ENSG00000206187,ENSG00000206187,-0.24409038097516,0.9267596028449134,Other,,,,,,
ENSG00000175497,DPP10,0.243421722933347,0.9269735689860192,Other,,,,-0.24883,0.935764705882353,Other
ENSG00000270696,ENSG00000270696,0.243398830120369,0.9269735689860192,Other,0.557502,0.825662751239885,Other,0.00488,0.998007558578987,Other
ENSG00000095261,PSMD5,0.243047951408142,0.9270850576424424,Other,0.1933,0.94279269035533,Other,0.2303,0.944321044992743,Other
ENSG00000213516,RBMXL1,0.242765274278375,0.9271359108384936,Other,,,,,,
ENSG00000261377,PDCD6IPP2,0.242,0.9276156236868446,Other,,,,,,
ENSG00000117519,CNN3,0.241753753078981,0.9276340330765204,Risk SNP,-2.98,0.0419897872340426,Risk SNP,,,
ENSG00000261455,LINC01003,-0.240690445840092,0.9279775681892634,Other,-0.40355,0.879526856609061,Other,-0.9588,0.658611464968153,Other
ENSG00000244560,ENSG00000244560,0.241029116152312,0.9279775681892634,Other,0.33237,0.899086879432624,Other,0.2716,0.9300571258554,Other
ENSG00000128422,KRT17,-0.240887495972993,0.9279775681892634,Other,,,,,,
ENSG00000174125,TLR1,-0.240299304450852,0.928124633510637,Other,,,,,,
ENSG00000130518,KIAA1683,0.238899980772791,0.9281651303807328,Other,0.780978,0.722846317065778,Other,0.252784,0.934116265413975,Other
ENSG00000100815,TRIP11,-0.238501594409998,0.9281651303807328,Other,-1.0565,0.616645535369153,Other,-0.65446,0.78348732718894,Other
ENSG00000278917,ENSG00000278917,0.239,0.9281651303807328,Other,,,,,,
ENSG00000266173,STRADA,-0.239384803415952,0.9281651303807328,Other,,,,0.248,0.935764705882353,Other
ENSG00000149273,RPS3,-0.239921052827795,0.9281651303807328,Other,,,,-0.260112,0.932529861724037,Other
ENSG00000084072,PPIE,0.239344920336445,0.9281651303807328,Other,0.289,0.91346971330028,Other,0.22726,0.944710312862109,Other
ENSG00000134760,DSG1,0.239510349156897,0.9281651303807328,Other,,,,,,
ENSG00000238241,CCR12P,0.238449506801723,0.9281651303807328,Other,,,,,,
ENSG00000087303,NID2,0.237757201903208,0.928579158486158,Other,,,,,,
ENSG00000169064,ZBBX,-0.2371915156949,0.9287284529458412,Other,,,,,,
ENSG00000078246,TULP3,0.237137768953618,0.9287284529458412,Risk SNP,,,,,,
ENSG00000009844,VTA1,-0.236450392097228,0.9289379275015583,Other,-1.063109,0.615282930631333,Other,-0.9206,0.676412101000476,Other
ENSG00000116774,OLFML3,-0.236556630529011,0.9289379275015583,Other,-0.162,0.951349272763499,Other,,,
ENSG00000170275,CRTAP,-0.235656993810007,0.9292412788259156,Other,,,,0.61388,0.801047458893872,Other
ENSG00000279348,ENSG00000279348,0.235671553839844,0.9292412788259156,Other,,,,,,
ENSG00000005436,GCFC2,0.234895781085924,0.9297159228066814,Other,0.321355,0.902605326876513,Other,0.05615,0.986246429498832,Other
ENSG00000129347,KRI1,0.233788046838219,0.9302224250822526,Other,0.851273,0.700546748625041,Other,0.543703,0.831374287749288,Other
ENSG00000108244,KRT23,0.233421345476469,0.9302224250822526,Other,,,,,,
ENSG00000203666,EFCAB2,-0.233437319207252,0.9302224250822526,Other,-0.769,0.729612767238784,Other,-0.67767,0.77546828504307,Other
ENSG00000161912,ADCY10P1,0.233922795994116,0.9302224250822526,Other,,,,,,
ENSG00000162377,COA7,-0.232593386713032,0.9307558190552404,Other,-0.263,0.921598136777472,Other,-0.17858,0.952083147321428,Other
ENSG00000227001,NBPF2P,0.230616899246006,0.9307669407410012,Other,,,,,,
ENSG00000227354,RBM26-AS1,-0.231544991526441,0.9307669407410012,Risk SNP,-0.9789,0.649601156069364,Risk SNP,-0.7361,0.748116449511401,Risk SNP
ENSG00000155957,TMBIM4,0.230957803199532,0.9307669407410012,Other,0.29514,0.911885640025991,Other,-0.05681,0.986246429498832,Other
ENSG00000115902,SLC1A4,0.230323460551592,0.9307669407410012,Other,,,,,,
ENSG00000250490,ENSG00000250490,0.23039672325003,0.9307669407410012,Other,-0.1007,0.969146810146042,Other,-0.11423,0.969973973705393,Other
ENSG00000100814,CCNB1IP1,0.231419878648111,0.9307669407410012,Other,,,,,,
ENSG00000151414,NEK7,0.232257934453554,0.9307669407410012,Other,,,,,,
ENSG00000188372,ZP3,0.23114355579061,0.9307669407410012,Other,,,,,,
ENSG00000111834,RSPH4A,0.230953809256456,0.9307669407410012,Other,,,,,,
ENSG00000147679,UTP23,-0.231292699138129,0.9307669407410012,Other,-1.3056,0.509459825750242,Other,,,
ENSG00000127948,POR,0.229174785459948,0.9313834402589282,Other,,,,,,
ENSG00000164024,METAP1,-0.229360925129541,0.9313834402589282,Other,,,,,,
ENSG00000221818,EBF2,-0.22826987802493,0.931385144512915,Other,,,,,,
ENSG00000234177,LINC01114,0.228329088963958,0.931385144512915,Other,,,,,,
ENSG00000224227,OR2L1P,0.228696788966216,0.931385144512915,Other,-0.375,0.888531407611188,Other,0.08608,0.976696706192359,Other
ENSG00000198829,SUCNR1,0.228521858625849,0.931385144512915,Other,,,,,,
ENSG00000251244,ENSG00000251244,0.226963832682869,0.9315419257238032,Other,,,,,,
ENSG00000138376,BARD1,0.227767632075124,0.9315419257238032,Other,,,,,,
ENSG00000143469,SYT14,-0.227153883379778,0.9315419257238032,Other,,,,,,
ENSG00000119650,IFT43,-0.227137657366217,0.9315419257238032,Other,,,,,,
ENSG00000061492,WNT8A,0.227079470709454,0.9315419257238032,Risk SNP,,,,,,
ENSG00000146842,TMEM209,-0.226427755536635,0.9318159294050304,Other,,,,,,
ENSG00000117242,PINK1-AS,0.225494483954205,0.9321879971031272,Other,0.155,0.953722277325927,Other,,,
ENSG00000214189,ZNF788,0.225328964974152,0.9321879971031272,Other,,,,-0.677027,0.77546828504307,Other
ENSG00000188672,RHCE,0.225624560789926,0.9321879971031272,Other,,,,0.11786,0.969400429991938,Other
ENSG00000248469,ENSG00000248469,0.225032156573086,0.9322506845474772,Other,,,,0.92089,0.676412101000476,Other
ENSG00000174749,C4orf32,0.224442033886332,0.9323729494914408,Other,,,,,,
ENSG00000273133,ENSG00000273133,0.22466650772783,0.9323729494914408,Other,-0.48994,0.847984134853743,Other,,,
ENSG00000138639,ARHGAP24,-0.223734592823782,0.9327977778656792,Other,,,,,,
ENSG00000066926,FECH,0.223150370605297,0.933113849972426,Other,,,,,,
ENSG00000168175,MAPK1IP1L,0.222584243029602,0.9332147051683716,Other,,,,,,
ENSG00000145388,METTL14,0.22260214100822,0.9332147051683716,Other,0.62655,0.798334972677596,Other,,,
ENSG00000256269,HMBS,0.222119503499605,0.9332261733858648,Other,,,,,,
ENSG00000253540,FAM86HP,-0.222170566208748,0.9332261733858648,Other,,,,,,
ENSG00000125485,DDX31,-0.221642317187517,0.9333261308443852,Other,-1.1158,0.589821356069834,Other,-0.7278,0.753451926977688,Other
ENSG00000118181,RPS25,0.221267925782302,0.9333261308443852,Other,-0.71063,0.755100779670806,Other,,,
ENSG00000264204,AGAP7P,-0.221445081525679,0.9333261308443852,Other,,,,,,
ENSG00000270638,ENSG00000270638,0.22106143459458,0.9333261308443852,Other,0.04611,0.988052779337451,Other,0.1952,0.950386029411765,Other
ENSG00000233622,CYP2T1P,0.220876871275121,0.9333261308443852,Other,,,,,,
ENSG00000177675,CD163L1,-0.219822133622471,0.933857164472774,Other,,,,,,
ENSG00000259439,ENSG00000259439,0.219962937537311,0.933857164472774,Other,,,,,,
ENSG00000151838,CCDC175,-0.219169722241988,0.934232686550974,Other,1.4149,0.459516284036305,Other,,,
ENSG00000260804,ENSG00000260804,0.213474090862875,0.9342667449314508,Other,1.04692,0.621757016532103,Other,-0.72072,0.756224061364554,Other
ENSG00000119986,AVPI1,-0.213829832730571,0.9342667449314508,Other,-0.1087,0.967287258687259,Other,,,
ENSG00000056487,PHF21B,-0.213117638410014,0.9342667449314508,Other,,,,,,
ENSG00000101204,CHRNA4,0.213428642102924,0.9342667449314508,Other,,,,,,
ENSG00000137033,IL33,-0.212711547357856,0.9342667449314508,Other,-0.1676,0.949965262527451,Other,-0.2077,0.949663524707226,Other
ENSG00000173535,TNFRSF10C,0.218577173639864,0.9342667449314508,Other,,,,,,
ENSG00000274184,ENSG00000274184,0.218363890480159,0.9342667449314508,Other,,,,1.24451,0.532873033919598,Other
ENSG00000104497,SNX16,0.215145749851713,0.9342667449314508,Other,,,,,,
ENSG00000089177,KIF16B,0.215383715975851,0.9342667449314508,Other,-0.5455,0.830390989124806,Other,0.48106,0.857464065708419,Other
ENSG00000160953,MUM1,0.212766830997252,0.9342667449314508,Other,1.5398,0.400570418385386,Other,0.907779,0.677728464419476,Other
ENSG00000099219,ERMP1,-0.215814781225595,0.9342667449314508,Other,-2.3661,0.133888738127544,Other,-0.3789,0.894856553475087,Other
ENSG00000115604,IL18R1,-0.21776808349273,0.9342667449314508,Other,,,,,,
ENSG00000198478,SH3BGRL2,-0.213605359933678,0.9342667449314508,Other,1.057866,0.616645535369153,Other,0.8137,0.715911627001298,Other
ENSG00000105048,TNNT1,-0.218770884953748,0.9342667449314508,Other,,,,,,
ENSG00000136378,ADAMTS7,-0.213780821525083,0.9342667449314508,Risk SNP,,,,,,
ENSG00000213640,EEF1DP4,-0.212800430127206,0.9342667449314508,Other,-0.20057,0.939547992663542,Other,0.187,0.95206631076145,Other
ENSG00000167711,SERPINF2,-0.216326597436385,0.9342667449314508,Risk SNP,-0.15741,0.95324920508744,Risk SNP,,,
ENSG00000126838,PZP,-0.215632097780017,0.9342667449314508,Other,,,,,,
ENSG00000073050,XRCC1,0.217305789529171,0.9342667449314508,Other,,,,,,
ENSG00000272512,ENSG00000272512,-0.218,0.9342667449314508,Other,,,,,,
ENSG00000259347,ENSG00000259347,-0.217631323832831,0.9342667449314508,Other,,,,,,
ENSG00000166685,COG1,0.216055720130797,0.9342667449314508,Other,-0.30537,0.907299651567944,Other,-0.5897,0.81058942343004,Other
ENSG00000172661,FAM21C,-0.215949549428944,0.9342667449314508,Other,-0.714,0.753239803297657,Other,-0.40221,0.884205550177476,Other
ENSG00000235501,ENSG00000235501,-0.213409043448874,0.9342667449314508,Risk SNP,-0.419,0.873193213949105,Risk SNP,,,
ENSG00000128262,POM121L9P,0.216753378933292,0.9342667449314508,Other,,,,,,
ENSG00000177483,RBM44,-0.212582922667289,0.9342667449314508,Other,,,,,,
ENSG00000106605,BLVRA,-0.214279806224388,0.9342667449314508,Other,0.39276,0.882921327454166,Other,,,
ENSG00000009790,TRAF3IP3,0.214563818153608,0.9342667449314508,Other,,,,,,
ENSG00000277873,ENSG00000277873,0.216822309084961,0.9342667449314508,Other,,,,,,
ENSG00000123427,METTL21B,0.211603347849483,0.9347295890648122,Other,0.79591,0.715700888752682,Other,0.58826,0.811453944954129,Other
ENSG00000063660,GPC1,-0.21162902352101,0.9347295890648122,Other,,,,,,
ENSG00000232215,OR2L6P,-0.210970211315125,0.93508651005943,Other,0.236,0.929462195375963,Other,0.25825,0.932529861724037,Other
ENSG00000035141,FAM136A,0.210211869348535,0.9353735687947072,Other,0.491558,0.847886295928501,Other,,,
ENSG00000267160,ENSG00000267160,-0.209965157695637,0.9353735687947072,Other,0.24881,0.926145828955663,Other,0.1643,0.954963525835866,Other
ENSG00000244879,GABPB1-AS1,0.210157037302211,0.9353735687947072,Other,0.77853,0.7236306388132,Other,0.66424,0.781223944207671,Other
ENSG00000182551,ADI1,-0.208434083267678,0.9354652471229844,Other,0.809459,0.712302144855455,Other,-0.76834,0.732736140058358,Other
ENSG00000101052,IFT52,-0.20933074296481,0.9354652471229844,Other,,,,,,
ENSG00000245213,ENSG00000245213,-0.209173690376469,0.9354652471229844,Other,,,,,,
ENSG00000215252,GOLGA8B,0.208879312683199,0.9354652471229844,Other,,,,,,
ENSG00000185880,TRIM69,-0.208985627129774,0.9354652471229844,Other,0.05503,0.985135246670418,Other,0.1037,0.973287696824126,Other
ENSG00000114302,PRKAR2A,-0.20834853730526,0.9354652471229844,Other,,,,,,
ENSG00000244738,ENSG00000244738,-0.208280140071792,0.9354652471229844,Other,,,,,,
ENSG00000111215,PRR4,-0.207941411256756,0.9355640817834252,Other,-0.29466,0.911885640025991,Other,-0.16163,0.955619729953155,Other
ENSG00000106392,C1GALT1,0.207228699506342,0.9357925122225846,Other,1.39272,0.470213389121339,Other,1.1358,0.579130830489192,Other
ENSG00000173267,SNCG,-0.207283252040506,0.9357925122225846,Other,-0.1136,0.966164054942929,Other,,,
ENSG00000161381,PLXDC1,-0.205646329768199,0.936461979541908,Other,,,,,,
ENSG00000112139,MDGA1,0.205384565287177,0.936461979541908,Other,,,,,,
ENSG00000067533,RRP15,0.206105053424112,0.936461979541908,Other,0.402,0.879985067662156,Other,0.26621,0.930912592592593,Other
ENSG00000269019,ENSG00000269019,-0.205254653191487,0.936461979541908,Risk SNP,,,,,,
ENSG00000258701,LINC00638,-0.205107985537762,0.936461979541908,Other,,,,,,
ENSG00000211689,TRGC1,-0.205535024759012,0.936461979541908,Other,,,,,,
ENSG00000233621,LINC01137,-0.204866098574608,0.93647602168235,Other,-0.523,0.836331474911303,Other,-0.19462,0.950972866026003,Other
ENSG00000076604,TRAF4,-0.203897417050723,0.93673034861322,Other,,,,,,
ENSG00000130768,SMPDL3B,-0.204040806598126,0.93673034861322,Other,,,,,,
ENSG00000183044,ABAT,0.204335873645611,0.93673034861322,Other,,,,,,
ENSG00000145506,NKD2,0.201903886962674,0.9367345379168968,Other,,,,,,
ENSG00000267361,ENSG00000267361,0.203247082866868,0.9367345379168968,Other,,,,,,
ENSG00000267272,LINC01140,-0.202101755268698,0.9367345379168968,Other,-1.84,0.284410971786834,Other,-1.38523,0.47426867816092,Other
ENSG00000132334,PTPRE,0.201183458695965,0.9367345379168968,Other,,,,,,
ENSG00000251379,ENSG00000251379,-0.201845198572517,0.9367345379168968,Other,-1.12464,0.585674171101105,Other,-1.267636,0.52261858974359,Other
ENSG00000258536,ENSG00000258536,-0.202020464528285,0.9367345379168968,Other,,,,,,
ENSG00000272305,ENSG00000272305,0.201755289163215,0.9367345379168968,Risk SNP,-1.05094,0.619446972618588,Risk SNP,0.63604,0.793586088939567,Risk SNP
ENSG00000175164,ABO,0.202944722178751,0.9367345379168968,Other,,,,,,
ENSG00000180481,GLIPR1L2,-0.201233081175957,0.9367345379168968,Other,-0.34909,0.894995284078149,Other,-0.2273,0.944710312862109,Other
ENSG00000162174,ASRGL1,0.203001894807654,0.9367345379168968,Other,0.31883,0.903427818061964,Other,0.286498,0.928440966010733,Other
ENSG00000089101,CFAP61,-0.201196341301858,0.9367345379168968,Other,,,,,,
ENSG00000124383,MPHOSPH10,-0.202092078526169,0.9367345379168968,Other,-0.271563,0.919892674616695,Other,,,
ENSG00000186153,WWOX,0.199621028897074,0.936831944338609,Other,0.28683,0.914060318828091,Other,0.37191,0.895834390862944,Other
ENSG00000242268,ENSG00000242268,-0.200572123567329,0.936831944338609,Other,,,,,,
ENSG00000119640,ACYP1,0.199461103483031,0.936831944338609,Other,,,,,,
ENSG00000215452,ZNF663P,0.20007831204461,0.936831944338609,Other,-0.8106,0.712302144855455,Other,-1.39781,0.469587463556851,Other
ENSG00000238207,ENSG00000238207,-0.199266241461487,0.936831944338609,Other,,,,,,
ENSG00000113328,CCNG1,-0.1999166562622,0.936831944338609,Other,,,,,,
ENSG00000230295,GTF2IP23,-0.199297661876294,0.936831944338609,Other,,,,,,
ENSG00000075073,TACR2,-0.199908968962979,0.936831944338609,Other,,,,,,
ENSG00000165055,METTL2B,0.198538492269776,0.9371651933480288,Other,,,,,,
ENSG00000087111,PIGS,0.198431934431803,0.9371651933480288,Other,,,,,,
ENSG00000103174,NAGPA,-0.196991309486177,0.9382221761793222,Other,,,,,,
ENSG00000253444,ENSG00000253444,-0.195903761686466,0.9389718526539128,Other,,,,,,
ENSG00000146409,SLC18B1,0.19533359617963,0.939271269254261,Other,,,,,,
ENSG00000226471,ENSG00000226471,-0.194812030253105,0.9393317019210354,Other,,,,,,
ENSG00000133863,TEX15,0.194937943356633,0.9393317019210354,Other,0.487,0.849438613861386,Other,,,
ENSG00000110395,CBL,0.194319105095917,0.9395637898215504,Other,,,,,,
ENSG00000151883,PARP8,0.193804836087522,0.939767233646168,Risk SNP,2.6769,0.0790427906976744,Risk SNP,,,
ENSG00000187080,OR2AK2,0.193632957588398,0.939767233646168,Other,-0.278,0.917779635584137,Other,0.393,0.88846512375442,Other
ENSG00000166682,TMPRSS5,0.192904272117433,0.9402041299309052,Risk SNP,,,,,,
ENSG00000236790,LINC00299,-0.191710127567002,0.9406522253628384,Other,-0.005705,0.997912550311014,Other,0.95151,0.66218603515625,Other
ENSG00000155760,FZD7,-0.191816818718607,0.9406522253628384,Other,,,,,,
ENSG00000239911,PRKAG2-AS1,-0.191931317741751,0.9406522253628384,Other,,,,0.1253,0.967378378378378,Other
ENSG00000249915,PDCD6,0.19126025654067,0.9408465456249728,Other,-1.0471,0.621757016532103,Other,-0.9327,0.672411849710983,Other
ENSG00000277556,OR13C5,-0.188721821294281,0.942275482260756,Other,-0.1662,0.949965262527451,Other,,,
ENSG00000122507,BBS9,-0.189174519385503,0.942275482260756,Other,,,,,,
ENSG00000182632,CCNYL2,0.189003512591041,0.942275482260756,Other,,,,,,
ENSG00000225179,LINC00457,0.188709904499322,0.942275482260756,Other,,,,,,
ENSG00000196696,ENSG00000196696,0.187900509568129,0.9427268439623544,Other,,,,,,
ENSG00000130414,NDUFA10,-0.18773714280226,0.9427268439623544,Other,0.126371,0.961998438414991,Other,-0.01893,0.995260416666667,Other
ENSG00000203734,ECT2L,-0.187235793201183,0.9427687412232836,Other,,,,,,
ENSG00000188295,ZNF669,0.187423284349678,0.9427687412232836,Other,,,,,,
ENSG00000254912,ENSG00000254912,0.186808277874796,0.9429431817315844,Other,,,,,,
ENSG00000261411,ENSG00000261411,-0.185,0.9439224095087154,Other,,,,,,
ENSG00000008394,MGST1,-0.185421768932167,0.9439224095087154,Other,-0.2433,0.927634764397906,Other,-0.30023,0.925670616833789,Other
ENSG00000240288,GHRLOS,-0.185074747217863,0.9439224095087154,Other,-0.12346,0.96370376145001,Other,0.04958,0.989369930250581,Other
ENSG00000125885,MCM8,0.184755669822922,0.9439376884600053,Other,,,,,,
ENSG00000173805,HAP1,0.184194855304781,0.944227508307126,Other,,,,,,
ENSG00000166135,HIF1AN,0.183782029764361,0.9443888945602128,Other,,,,,,
ENSG00000126602,TRAP1,-0.183172542116157,0.9447208002610248,Other,-0.39981,0.880442424242424,Other,-0.4239,0.876818897637795,Other
ENSG00000168811,IL12A,0.182678175770769,0.944952794206319,Other,,,,,,
ENSG00000147454,SLC25A37,-0.182092801386396,0.9450455276203544,Other,-0.3833,0.88627352398524,Other,-0.43937,0.869433587280556,Other
ENSG00000183760,ACP7,0.181821713330737,0.9450455276203544,Other,0.806049,0.713713577185369,Other,0.891881,0.683661737523105,Other
ENSG00000146205,ANO7,-0.181663746558494,0.9450455276203544,Other,,,,,,
ENSG00000269486,ENSG00000269486,-0.182061458766771,0.9450455276203544,Other,,,,,,
ENSG00000120860,CCDC53,-0.180672678152426,0.9457077527468932,Other,,,,,,
ENSG00000169783,LINGO1,-0.177414531120383,0.9460702719903497,Other,,,,,,
ENSG00000197083,ZNF300P1,-0.177536855296384,0.9460702719903497,Other,-0.5345,0.83120071592943,Other,-0.58842,0.811453944954129,Other
ENSG00000164530,PI16,0.178439574419606,0.9460702719903497,Other,,,,,,
ENSG00000150456,EEF1AKMT1,-0.177958230385714,0.9460702719903497,Other,0.1268,0.961998438414991,Other,,,
ENSG00000223745,CCDC18-AS1,0.17854787366768,0.9460702719903497,Other,-0.106,0.968032736375891,Other,-0.19697,0.950386029411765,Other
ENSG00000071967,CYBRD1,0.179807865363804,0.9460702719903497,Other,-0.366895,0.890186035933591,Other,-0.26115,0.932311189843519,Other
ENSG00000222726,RNU2-7P,0.179039597088352,0.9460702719903497,Other,-0.4521,0.863902687000726,Other,,,
ENSG00000277449,CEBPB-AS1,-0.177163486971958,0.9460702719903497,Other,,,,,,
ENSG00000133028,SCO1,0.178627841046755,0.9460702719903497,Other,0.17778,0.947873993558776,Other,0.3995,0.885203225806452,Other
