Geneid,Symbol,Caudate_TWAS.Z,Caudate_FDR,Caudate_GWAS.SNP,DLPFC_TWAS.Z,DLPFC_FDR,DLPFC_GWAS.SNP,HIPPO_TWAS.Z,HIPPO_FDR,HIPPO_GWAS.SNP,inTWAS_HUB,inGandal
ENSG00000000457,SCYL3,1.09006812316208,0.5979814588352411,Other,,,,,,,,
ENSG00000000460,C1orf112,-0.372763393960454,0.8924707137264261,Other,,,,,,,,
ENSG00000000971,CFH,1.15979962698419,0.5659413838244147,Other,,,,,,,,
ENSG00000001084,GCLC,0.276158733075508,0.921233895529684,Other,,,,,,,,
ENSG00000001167,NFYA,-0.882944724896396,0.6870109232123623,Other,,,,,,,,
ENSG00000001460,STPG1,1.3772437900212,0.4746821275078318,Other,,,,,,,,
ENSG00000001461,NIPAL3,1.42459658973188,0.4553352094765859,Other,1.47,0.429423333333333,Other,,,,,
ENSG00000001561,ENPP4,-2.28142832073629,0.1532206190641509,Other,-3.23774,0.0214980392156863,Other,-2.7715,0.0672474545454545,Other,,
ENSG00000002016,RAD52,-1.26045053319452,0.5223295548488399,Other,-1.31509,0.504956393924547,Other,-1.34122,0.493696551724138,Other,,
ENSG00000002587,HS3ST1,-0.726562420925763,0.7577168758330425,Other,,,,,,,,
ENSG00000002919,SNX11,3.09547124385916,0.0287093415593481,Other,2.50706,0.105823417721519,Other,,,,,
ENSG00000004139,SARM1,0.414322468389052,0.8773287651970402,Other,,,,,,,,
ENSG00000004142,POLDIP2,-0.239240433058165,0.9324264325828662,Other,-0.35242,0.894970092196987,Other,,,,,
ENSG00000004399,PLXND1,-1.02610453235752,0.62482781864125,Other,,,,-0.667,0.780865085536548,Other,,
ENSG00000004468,CD38,-0.806634918644578,0.7223460580508381,Other,-1.20923,0.548683421516755,Other,-1.128789,0.582274166195591,Other,,
ENSG00000004487,KDM1A,0.590354966245422,0.8112367071920928,Other,,,,,,,,
