Feature,Dir_caudate,Dir_hippo,ensemblID,Symbol,adj.P.Val,logFC,t
ENSG00000128203.6,1.0,-1.0,ENSG00000128203,ASPHD2,7.51901951072945e-06,0.174283425257588,5.51828089496561
ENSG00000132872.11,1.0,-1.0,ENSG00000132872,SYT4,0.0202104982231075,0.112905138679267,3.17397960594165
