"","MEblack","MEblue","MEbrown","MEcyan","MEdarkred","MEgreen","MEgreenyellow","MEgrey","MEgrey60","MElightcyan","MElightgreen","MElightyellow","MEmagenta","MEmidnightblue","MEpink","MEpurple","MEred","MEroyalblue","MEsalmon","MEtan","MEturquoise","MEyellow"
"R12892",0.020922742028166,-0.0255232540609816,-0.0148972124013123,0.0543741494870569,0.0200832412652423,0.0295148409541993,-0.0487574301001255,0.0297268678660444,0.0223652407045595,0.015622757545386,0.00600653139567055,0.0769832099906495,-0.0310764090174601,0.0181677399003248,-0.00492943070043042,0.00130567970707325,-0.0555078131392797,0.0599326741974495,0.00731309567626337,0.0521526011363034,0.0226673446737063,0.0524823238998524
"R12893",0.0211163004665067,0.00404122939921143,0.0111160974912915,-0.0485031887605063,-0.0239479336252609,0.0293535899360909,-0.00424233591044601,-0.0228403922544412,0.0510003566928443,-0.0102275895599278,-0.00222855423003151,-0.0650514988902128,-0.0239009990179417,-0.0141385385886672,0.0213814396092211,-0.019883243953639,0.0198930205713034,-0.0678992702143903,0.00932703669043116,-0.0392197176465523,0.0124230429719962,-0.0245621573208204
"R12894",0.016141016734303,-0.00325552348673931,-0.0037048391910324,0.0329510117824147,0.0231045009218952,0.0116358025222623,-0.0417168862820437,0.0258671033105066,-0.0226449468632317,0.0278568162693715,-0.000443254098810261,0.0390518641694493,-0.0272875789507185,0.0322219235230419,0.00806269406823961,0.0529085929867825,-0.019449387868248,0.0282427899956069,0.00354859791442756,0.037225828944936,0.00783297256472152,0.0307306113818892
"R12895",0.0262426238499995,-0.0232627128751458,-0.0326965454676413,-0.0274580420975515,-0.0499804869798026,0.0386820950629232,-0.0158232833263585,-0.00766106861829616,-0.025731629140809,-0.0148435806952749,-0.00506946841100081,0.0189118859818766,0.00402437266558578,-0.0309283737421287,0.0256447946898696,0.161017880023978,0.0058731927372462,-0.0132505586254777,-0.00472039213317186,0.0249714507555377,0.0244532675365252,0.0353704366006596
"R12930",-0.0573264740875899,0.0219901207913757,0.0467347855541494,-0.0146377363983804,0.00513399880903819,-0.0361305990558853,0.00335886638176407,-0.0242504242115841,-0.00898152123617683,0.00851296713700815,0.0277855970493851,-0.0667453193689785,0.00092401294835322,-0.00141762549132514,-0.0342137995796975,-0.0500504658874213,0.0292850816751398,-0.0508912594070862,0.0168433528588936,-0.025543456159656,-0.00727679055334594,-0.0501633584461615
"R12931",-0.0232762181887932,0.0261490582478787,0.0325950131929488,0.00931455213877619,0.0113468611710545,-0.025351040432995,0.00106677922701977,0.00660832008768832,0.00128183345232762,0.0234998398523458,0.0170109451603416,-0.00595123235183489,0.0328713271612869,0.0284065057202298,-0.0156500277015841,-0.0155718310497407,0.00743476548354967,0.0130140575928387,-0.0165005414577419,-0.00570243194453633,-0.0271502285915473,-0.0204258906075439
"R12962",0.000710255946533665,-0.0834248005339025,-0.052973168324559,0.0420819311437926,-0.00502182182313071,0.0572590715764828,-0.000804211029296843,-0.00946849515911651,-0.102358974939587,0.0151100017357639,0.0437626455333165,0.0560441430955139,0.0186507629641349,-0.0270190060194527,-0.041026994463303,-0.0049153341178665,-0.0822865103539341,-0.00912791582197246,0.0869288198677082,0.0823302000007946,0.0918245702719777,0.0748576935409463
"R12963",0.00936258754440329,-0.0490277810860496,-0.0485876940015462,-0.0242904711526504,-0.0501296601193572,0.0420675274753895,0.0102175625148296,0.0189144870577672,0.0251876056178832,-0.0337839375894546,-0.00984993765399749,0.0210010161692052,-0.00318343723388831,-0.0504515333501575,-0.00283578218631737,0.0671019816953058,-0.0279028180547866,-0.042017297779753,0.0243211541720845,0.020395764926828,0.0560315623721029,0.0423867067683346
"R12964",-0.00284880999869917,-0.0221486987096693,0.00409027940984931,0.00948439481221072,0.00700449564818462,0.0310150677784695,-0.0313642066444535,-0.0398876580550416,-0.000673147436209123,0.0199708248683347,0.0538554773697649,-0.0235291025645381,-0.0591425645979476,-0.0123963265565266,-0.00336698713892025,-0.066430293595253,-0.0159456052352268,-0.0459702991820824,0.0817363294534758,0.0390833675671151,0.0661810975048252,0.0099475455263811
"R12967",-0.0109591135648293,0.116233918781168,0.0446081416738341,-0.030528273745941,0.0582886591891328,-0.0938301692082204,0.0667687240391873,0.0274892815313235,0.00949903080861426,-0.0570551432323008,-0.0802510151730584,-0.065305123634848,-0.0316585565575574,0.0425576705769503,0.0443534783153685,0.0236345774751496,0.104177176176969,0.0320208342325104,-0.0892756114759307,-0.101071869979089,-0.110095257015677,-0.124828167180847
"R12968",-0.0900033991275426,-0.0289712981718822,0.0369039292582741,0.0560151775215682,0.0478085746107393,-0.0161879932615563,-0.178693755879201,-0.12852541276696,-0.175315072942991,0.0952051188729213,0.119250191494254,-0.00304563178509851,-0.0711535415534335,0.0519439492840457,-0.103243242469252,-0.144262143626574,-0.0818621195747412,-0.0279076627465291,0.118545044940303,0.102432800205956,0.0739503298084495,0.00757683509707372
"R12969",0.0189310626777625,0.0222607373667398,0.00341171709343621,-0.060718358527105,-0.0335326682627071,0.0121667931073565,0.0559869583502501,-0.000835426077074677,0.0672632462132293,-0.0565151447795179,-0.0364806141538104,-0.0744600013046498,0.0616186529039443,-0.0430267562817919,0.023899733322206,-0.000749237742464003,0.0451386616297067,-0.0646262488226459,-0.0307939027929829,-0.0610021327427741,-0.0175972851257985,-0.025586872549215
"R12970",-0.0325601718087553,-0.0614194781315054,0.0133808789526371,-0.0573462223211259,-0.0742925768508991,0.0476722418873249,-0.0260947221424798,-0.0827867233630076,-0.0647615813461735,0.0218931044112847,0.0731766562818898,-0.0836350441218879,0.0106756462629524,-0.038827484667103,-0.0522922450483962,0.0178607725391342,-0.022316238683043,-0.139700899310409,0.0798057461218815,0.0127976975887855,0.0762479276274667,0.0125456778975633
"R12973",0.0402609643591299,-0.0466692191480599,-0.0591987170899004,-0.00837565653540626,-0.0419391906983071,0.0363717678810382,0.0887463463395369,0.0682837204813044,-0.0606205132383663,-0.0429311545479968,-0.0352626592327361,-0.0153480113156734,0.028328118559277,-0.0652501583221252,0.0456503225121065,0.0725426251428471,0.0207375148650155,-0.0560168365653782,0.00234199888066617,0.009677758279913,0.0357572540269635,0.0191272480123146
"R12974",0.0352562197440325,0.0590744328120993,0.00239259275048108,0.0411513940723641,0.064675128855984,-0.0303908536752565,0.0227437617799094,0.0448346055138923,0.037395251336363,-0.0216716085437624,-0.0502190155450692,0.0473847272233489,-0.0425757998626454,0.0287499987947412,0.0514004177557404,-0.0169174055365852,0.0365316044589025,0.0961008657216197,-0.0597595676754475,-0.0109553511187964,-0.0599612946388866,-0.0174360925230315
"R12975",0.00745304085940678,0.0668752477561226,0.0280573556760039,-0.0223843775335429,0.0249110125927743,-0.0342003981844673,0.038446008029385,0.00649441048556089,0.0319832340672632,-0.0318811178008404,-0.0429550435657114,-0.0304758256877155,0.0202301724901125,0.0209251688858095,0.0320966600089787,-0.0106264071478939,0.062259956988188,0.0210998908680165,-0.0547585233404319,-0.0684182168344657,-0.0607221729415703,-0.0552656385921301
"R12977",-0.0021313718578913,0.0590957302791764,0.0389862189971225,0.0107946325513093,0.0457602492256738,-0.0537998280721209,0.0093647027612006,0.0364773885993621,0.0176018286129258,0.0101439358066862,-0.0167347516082253,-0.0320027908266992,-0.0117052172142898,0.0432867763590046,0.0284996689640376,0.0102788972181844,0.044761637061657,0.0318885661985034,-0.049701484531082,-0.0298219368673946,-0.0722447198645511,-0.0626985975716575
"R12978",-0.0486127011119094,0.00884880352918521,0.0447463824811748,-0.00626437921464736,0.0181619362001346,-0.0190502280472424,-0.0173520778366749,-0.0570646251534713,-0.109823120354384,0.0347099966848262,0.070412989755421,-0.0740760289116947,-0.062081253952927,0.00995044083196825,-0.0313608543724078,-0.0822420977678587,0.00982029622133502,-0.0593086758688369,0.0684597839437131,0.00757834214309325,0.0296384830646252,-0.0429392644945421
"R12979",0.00512340107295992,0.0165074673449384,0.0219012425519511,-0.0272017112829549,-0.0104086807574894,0.000757483205868343,-0.0194322102282731,-0.032493741487543,0.00871697921668535,0.0196492328116563,0.0047618118568859,-0.0127720266631693,-0.00527677122779284,0.0211002489084263,0.0128618517728033,0.0228950492052949,0.0123730942713971,-0.00638983221537612,0.00311452055930514,-0.0152747310303388,-0.00591433443331273,-0.0161684832635496
"R12982",0.0337873540102945,-0.132082766903519,-0.127912661000116,-0.0568324734674626,-0.127659888098861,0.0940432283468133,0.0558467441494378,0.0474874069386384,0.0169759877669082,-0.0861759326796165,-0.0264154999949426,0.00305757242981087,0.0373958184053209,-0.150375329805091,-0.0151696525411506,0.155893489426144,-0.0674795976020794,-0.101479705079476,0.0387471010620118,0.021995912935944,0.0987576602685011,0.0910454333254893
"R12984",0.025482119922182,-0.103820230419366,-0.136283696345473,0.0778954884812461,-0.0109010615500274,0.0403549875766034,0.111534691681452,0.224440144698523,0.0342954609876061,-0.0719416534885282,-0.0787830401872804,0.116121477852343,0.0306293102694421,-0.0874150953229785,-0.0314458448940905,0.154481888930419,-0.0679444700666577,0.0255698187123801,-0.0457313276512281,0.0740101091791407,0.044690094799674,0.101836231201632
"R12985",0.0273748098376573,0.0173259450064642,-0.00228036731983495,0.000437795001699406,0.000679741777655388,0.0216138304283048,0.0256833031677867,0.0181024844622097,0.0736148985821727,-0.0206378281052082,-0.0411163984680178,0.0295749547284699,0.085677469703167,0.0084540578509685,0.00567666297210804,0.0264894966992419,-0.00279161486286679,0.0390967381763017,-0.0485525021020696,-0.0173617993000936,-0.0227759604699497,0.0316661574524701
"R12986",-0.0509517426078144,0.0472614270567197,0.0185989390004019,0.0924866081328661,0.114091803947604,-0.0643639043349019,-0.0494589733171688,0.0579321938554596,0.0177710509165597,0.0473072684101744,0.00497565189571034,0.0785046147750965,-0.0195188242898072,0.0961738796869641,-0.0531955955364643,-0.031763882387134,-0.053008537945614,0.138298050571926,-0.0173370277386269,0.0345845151971819,-0.0349849300036796,-0.00360486222152618
"R12987",-0.015319244169528,0.0308782177142884,0.0424002007130951,-0.0589170272738538,-0.0169321274406028,-0.00240865280648006,-0.0160535519009023,-0.0591188952848346,0.000120888675613628,-0.0113129551334173,0.0117783320931775,-0.0774294152702081,0.0128305885235318,-0.000506502648480409,0.00104668314632637,-0.0401568951381837,0.0308289900355062,-0.0390383460669021,-0.000698620867665101,-0.0619673771071754,-0.0117956918246904,-0.0458260742021451
"R12988",0.0302493697307349,0.00923202699415546,-0.00271712415699868,-0.0383754782109629,-0.0220992866444233,0.035534453755653,-0.0134140776069013,-0.0172997363046238,0.037738898468864,-0.032601685376861,-0.0185726462948691,-0.0212418311647115,-0.0272882004670814,-0.0147377096516488,0.0221926780472572,-0.00569076004440104,-0.000362817092936904,-0.0139138736383016,0.00465016332627566,-0.0351706185681244,0.0176850153640266,-0.00722805176522125
"R12989",-0.0811593878135793,-0.00804119342984739,0.0515742927961721,0.00187979755789283,0.0126794026542576,-0.0077609884044896,-0.0826624615582109,-0.0649903091340827,-0.0981408923810695,0.0612300789957888,0.0797040066342081,-0.0451962972640189,-0.0563917525515293,0.0351335093733903,-0.08399063291126,-0.0916004369115509,-0.0386118957791358,-0.0415522634764296,0.0710982375900099,0.0266166265463926,0.0443488743617948,-0.0147875992641487
"R12991",0.030173590118693,-0.0189574968376867,-0.00238739907873465,-0.033008646978644,-0.0392475968223825,0.0626959704851745,-0.0247868650114621,-0.040817048215282,-0.0228213051038402,-0.000960464740097791,0.0191352345335432,-0.0109195284890133,-0.0229783441343681,-0.0136690764397919,-0.0093182176887951,-0.0298663402488034,-0.0355239483620904,-0.0283841914790063,0.0270603682832639,0.000391052229453772,0.0389206627789002,0.0339995337758307
"R12992",-0.0799297855590945,-0.0398487201601666,0.0210385812030737,0.0343548810835102,0.0123580692248446,0.00305025698191424,-0.0605167643875745,-0.0355661584583988,-0.060033042546906,0.0656265101290224,0.0840732958887624,-0.0064257699418976,-0.00355829987050722,0.0271865158610235,-0.104480463436331,-0.0507522647942101,-0.0776935862286585,-0.0407055321928604,0.0894077849669275,0.069699736645295,0.0657088395902425,0.0292732602492972
"R12994",-0.0309048962974172,-0.0167487490768841,0.0227396680414527,-0.0559248001280093,-0.0559946099867838,0.0210692252431816,-0.0855452123477501,-0.0798458199977793,0.0687980933043329,0.0332096215565089,0.0458778549892014,-0.0495303147893383,-0.061916950970034,-0.0169488979522364,-0.0473357199606341,0.0980937712262588,-0.0212412415429895,-0.0700140868648066,0.0412196321502626,0.000481941856492005,0.0294875075869618,0.0119184669691453
"R12995",-0.026816046639953,-0.0158182484678551,0.0289614109510842,-0.00259532226466325,0.00178098714537428,0.0267321966518895,-0.08172566456103,-0.0713500318834196,-0.0518879080509479,0.0401031141474961,0.0606129405874519,-0.0188192892750807,-0.0480254171563464,0.0158149342465245,-0.0486899413858652,-0.0534709119741046,-0.0400937065301023,-0.0157030005048779,0.0691174003679127,0.0193788037591644,0.0490978356754612,0.00821846598071296
"R12997",-0.0435119940945996,0.0776871130198028,0.0326362577733367,0.025238153326256,0.083280085865933,-0.0562329266913,0.0142521693568151,-0.00243392978055179,0.0152245334150739,-0.0154994206124339,-0.0130748073877334,-0.0504609923308399,-0.0478745222800511,0.0257871964571927,-0.0211597504240571,-0.0102723492030601,0.0319323088721955,0.0204906894343074,-0.0115565404822036,-0.0231147927930056,-0.0386228277567945,-0.0658870271348798
"R12998",-0.0521119875202065,-0.0383227730680603,-0.00626458884631435,-0.0275467065142174,-0.0638876387731555,0.0234038935025528,-0.0497126053953844,-0.0488273307380903,0.0161409361441294,0.0142304684655291,0.0652497788848149,-0.0205117019819056,-0.0477299275365617,-0.0541277869961629,-0.067786833475335,0.0472331154498302,-0.0432618828446584,-0.0549800128609288,0.0828830904766372,0.0280492721193688,0.0706372978490455,0.026975841065934
"R13000",-0.0566083423056129,-0.00135255472339915,0.0329150126287394,0.0602998778004502,0.0557014404245775,-0.0139917082953992,-0.0784223576310888,-0.0286186388383911,-0.005993115240063,0.0744938292555675,0.0585928238629701,0.0288952116580076,-0.0678099227502361,0.0667203071625808,-0.0619215283945381,-0.0719594247552452,-0.0498189259091731,0.022423564693367,0.0463363590725543,0.0493877044405062,0.0252041166000945,0.0135242534237441
"R13001",-0.0221061769784721,-0.0456034149411264,-0.0136859595432939,0.0540633016613604,0.0221401638439832,0.0174052433325722,-0.0315248609463914,0.0165826217903291,-0.0974610451163069,0.0478372136040815,0.0442680184407186,0.0468355548284049,-0.00955611784615142,0.0230929993935838,-0.0323878643555125,-0.0111489235865975,-0.0585736822572641,0.0079298202484147,0.0630353698420938,0.0733267574473416,0.0560793877711525,0.0456288586744613
"R13002",-0.040824626442405,0.00192824529167008,0.0397077379611153,-0.008068428172321,0.0174168578247591,-0.0189571912105915,-0.00247669192711632,-0.0511975508116439,-0.0185451722600917,0.0355677080355764,0.0544457082900197,-0.0886476066284886,0.00151641840204803,0.0165792014712032,-0.0384230190274422,-0.0462428540035836,-0.00289073906373793,-0.0783617518638471,0.0465659090601152,0.00387960123468399,0.0140789255591375,-0.0493753756137634
"R13003",-0.0164848589456402,-0.0254004454502692,0.00273157632808533,-0.0578591600217788,-0.0624313190407899,0.031820316546386,-0.0229941741525103,-0.0678616021838884,0.0398961323224678,-0.000456336751349235,0.0403281893120557,-0.0643270435406794,-0.0505115893893833,-0.0447542949762334,-0.0165834414849878,0.0108762353882088,0.00164833545240731,-0.0923838066197679,0.0653040030752044,-0.00184036353056784,0.0518374103530821,0.000612132593226277
"R13004",-0.0595129744228304,0.016679996373143,0.0193067722088181,0.0413416411331481,0.0459259688558374,-0.0240812578091723,-0.0351531965452815,0.0178956437664666,0.0149700176521101,0.0311750627407619,0.0246591750607462,0.0120262163714072,-0.065625020651014,0.0371183946594665,-0.0597961265464777,-0.0604571004678414,-0.0306315826295708,0.0216070946953141,0.0261547559504371,0.0307150353020963,0.01299029860965,0.00297425260587931
"R13005",0.0218047504597425,0.0337869395412794,0.0137979004671975,-0.0465904303404313,-0.00553852426644016,0.014791952494832,0.0160294647214398,-0.0297616402684871,0.0196787875083623,-0.0462041314930318,-0.0226175409388791,-0.0656328441092548,0.00356878388536666,-0.0238795148439257,0.0197477217176921,-0.00267247025905389,0.0297842693463963,-0.0297267421055286,-0.00997648074136625,-0.061386186370294,-0.0143072926389265,-0.0425203006287863
"R13006",-0.0634726553007093,-0.0165195026313243,0.0288593742830166,-0.0288386876342635,-0.0190568235563269,0.0205085630125045,-0.0353321377158151,-0.0915347783507903,-0.0551771976435459,0.00596852852264696,0.0535077521647035,-0.0803767020317965,0.0162816405658586,-0.0184448242779004,-0.081749156993126,-0.0756746205361589,-0.031592244776201,-0.0956596909548191,0.0689935164107273,-0.00138522803929764,0.0511897119526654,-0.0126439010662928
"R13007",-0.0623095547213237,0.0256998301540043,0.0483746202383083,0.0113599765104596,0.0318691994661934,-0.0172891515725363,-0.103366222237049,-0.0665717324506367,-0.0211796445873133,0.0340879136352316,0.0297997214894563,-0.0267929443611676,-0.0633711075531405,0.0421789862707666,-0.0696006287276531,-0.0757843416955224,-0.0211861641014074,-0.0136546262449332,0.0239235147628207,0.00793787312628039,0.00186678539389043,-0.0117183677120971
"R13010",-0.0334632865626118,-0.0034752243039528,0.0424251720106834,-0.0324089891114106,-0.0194927012899481,-0.00488263074685786,-0.00824306893913176,-0.0442124542383715,-0.0187025110275185,0.025816667525528,0.0461010463595255,-0.0844312621319333,-0.0181432668063657,-0.00107063549631654,-0.0229613378890772,-0.0173862457378657,0.0096380714711962,-0.0861370851450766,0.0332397260497744,-0.01181825265986,0.0112155758580266,-0.0395130955215512
"R13012",-0.00162889340033599,0.0286461766219888,0.0267571954549909,-0.0504025388473565,-0.0286114087195564,-0.0269794992004169,0.0264337758975535,-0.0365566193511017,0.0144922605716895,-0.00561282179205591,0.00909712514954152,-0.0757331718868118,-0.015262090331252,-0.0241803047309995,0.03194476474415,0.00518597782928342,0.0609491251478555,-0.0453379414720954,0.00694566313903752,-0.0389570087375379,-0.0172754286114012,-0.0483258934874944
"R13014",-0.0354505215227979,0.0297340785183897,0.0266786564879402,0.0295353453869765,0.0376465438882439,-0.0475878772032623,-0.0146818921159637,0.0467683157167201,0.0630551484010337,0.0352137353920299,-0.00249872259269412,0.00640944361925207,0.0315253561030049,0.0492691285856468,-0.0199192295198825,0.00117466585185431,-0.00577187338490102,0.0377239034325715,-0.024432022085798,0.00504663139428469,-0.0352621991304738,-0.013559033179371
"R13015",-0.0944377422273352,0.0720550369429023,0.0702693963810477,0.0480419663403838,0.0730153996489163,-0.146881711666704,0.00614051126152631,0.0482062345645071,0.046681217324199,0.0661879602893023,0.00888508465192429,-0.00896639643500161,0.0476346116059126,0.0928801614421174,-0.0447313954858384,-0.0145644561410077,0.0336852179726368,0.0625253953010261,-0.0575662650817701,-0.0190166475897398,-0.121119264799542,-0.085177903308431
"R13018",0.0822651635431502,-0.0798555576532676,-0.0633363679904954,-0.13855165359238,-0.164239564091178,0.116784643134502,0.0437486045920568,-0.061782157916033,-0.0154384287277527,-0.0875802978298826,-0.0311058448264731,-0.0842401663105868,0.112185857321764,-0.132214472844058,0.0516853035151968,0.0425610017415521,0.0079608678830481,-0.172063136294753,0.0147458386265552,-0.0595205223956243,0.0648403421246038,0.0400575720887949
"R13019",-0.000522541706255132,0.0255970605441239,0.0173809667486808,-0.00731960275567323,-0.000461544698582458,0.00363634484592003,-0.0144822585873903,-0.0270263022315374,0.00449759420794568,-0.0127016491317058,-0.00692531776064468,-0.00766467479937643,-0.0044632335526397,0.00211837922513206,0.00390575911794579,-0.0350468664277751,0.0121281736998821,0.0108431091895933,-0.00919592418685442,-0.0228677956142441,-0.00730149600058463,-0.0130626304945294
"R13020",0.0499575600589149,0.0152921470881615,-0.00805910278738316,-0.11369109810082,-0.07585309063083,0.0459523204642034,0.0063886904985463,-0.0613280441137252,0.0581267192011124,-0.0598113610109648,-0.0497029953422105,-0.0780250104027388,-0.00704607637842354,-0.0478567378337695,0.0593249914115731,0.0999388269697602,0.0499204392738405,-0.07801839754654,-0.0233254510657757,-0.0721965988134855,0.0106477848874117,-0.0239982360810617
"R13021",-0.0306450412264727,0.0295039759407743,0.0211573379709073,0.0415156355207891,0.0522134842238321,-0.0289243016754667,-0.00862647364836813,-0.00280702466863866,0.0442096020517388,0.0126741867527158,0.00167699075213098,0.0146767066745293,-0.028723249846195,0.0306008393430839,-0.026933937383222,-0.0500004110754066,0.000482793790894653,0.028200791310407,-0.0124240304644961,0.0168818264941715,-0.0185433306089661,-0.00927933837013562
"R13022",0.0736277155070781,-0.0363301040906771,-0.0241696961924049,-0.0446858076076444,-0.0656526823004157,0.0614709640681036,0.00479645289574963,-0.0399216036545702,-0.0664155048401724,-0.0160130820073591,0.0066725452623913,-0.0105890617471397,-0.0358468046908054,-0.0451825404490488,0.0804499097013164,-0.0256836312543707,0.0212137908350915,-0.0330743488959868,0.019242709870488,-0.00202175648156792,0.0362293373600584,0.0166120626964748
"R13023",-0.0815307641705174,-0.00599370247539289,0.0461411369612911,0.00936966516441036,0.0133574328437687,-0.0351020536362468,-0.0434961711396931,-0.0276814215975659,-0.0359078667526465,0.0634439452349488,0.0792132947432109,-0.0382006558859416,-0.0331847743453583,0.033765577060812,-0.0667424702711818,-0.0497599729285484,-0.0209711007667483,-0.0387786810535501,0.0578531423191488,0.0330157483936906,0.0284184705429874,-0.0199221274750717
"R13024",-0.0498451271663657,0.0572445896397088,0.0509970547787601,0.00658629204805562,0.0264384457964128,-0.0896261129060225,0.0335718604497494,0.016910874920787,0.000535849494965397,0.00964960078952288,0.00679253354443927,-0.0289558719432918,0.0023061941331862,0.0309600163119497,-0.013354955983604,-0.0228978956622376,0.0457190513929331,0.0244620689076813,-0.0299821353316381,-0.0282763605798442,-0.0652676597306272,-0.0706264878366546
"R13025",-0.0227075043944494,0.0280863155919779,0.0454414785409248,-0.0528416121104271,-0.0136862428304891,-0.0213004556592479,0.0031274781217218,-0.0223341917202112,-0.0282117255170899,0.0053452947863029,0.00865103313512703,-0.103824436446183,-0.0177971161047519,0.00449447244396633,-9.50074426393458e-05,0.00776866795974705,0.0398752484592191,-0.0692497601179366,-0.0034657643673947,-0.0470715390103102,-0.0214004330010367,-0.0597373300297203
"R13026",-0.04953926612421,-0.0518253507470263,0.0129607444558714,-0.055216952672401,-0.0717021841545094,0.0252728954015112,-0.0159586186642091,-0.0572999271246227,-0.105639348623749,0.0239897266240281,0.0763548666464608,-0.0880964366724009,-0.0128505358959554,-0.0473720984777928,-0.0631770181831773,-0.000574173850851633,-0.0282276017915674,-0.127695587712548,0.0890285478295128,0.0121486814488689,0.0725799911319322,0.000327684116570367
"R13028",-0.0176851254481024,0.0852071604124844,0.0612304505101625,-0.0296449607382036,0.0230363918083515,-0.101138704685533,0.0574427447162705,0.020983789425531,0.0260034868651977,0.00267404573978311,-0.0226914374935386,-0.0655162096271521,0.0426578413327268,0.040450727511111,0.0337711864872378,0.00596335460962595,0.0905605182725006,0.0177608081634689,-0.0709601323541906,-0.0795475902127697,-0.11381486989472,-0.112299643524122
