gene_id,gene_name
ENSG00000228463.9,AP006222.2
ENSG00000217801.9,RP11-465B22.3
ENSG00000272004.1,RP11-345P4.10
ENSG00000234546.3,RP3-510D11.2
ENSG00000226849.1,RP4-635E18.7
ENSG00000206704.1,Y_RNA
ENSG00000279667.1,RP11-656D10.7
ENSG00000237899.1,RP4-739H11.3
ENSG00000203356.2,LINC01562
ENSG00000215883.10,CYB5RL
ENSG00000006555.10,TTC22
ENSG00000233203.6,RP11-67L3.4
ENSG00000242860.3,RN7SL180P
ENSG00000227016.3,RP11-262K1.1
ENSG00000178193.5,RP4-682C21.5
ENSG00000233008.5,RP11-475O6.1
ENSG00000249237.5,RP11-376N17.4
ENSG00000232499.2,RP11-512F24.1
ENSG00000232780.2,GAPDHP74
ENSG00000235595.1,GAPDHP23
ENSG00000229570.2,GAPDHP58
ENSG00000227193.2,RP11-439A17.4
ENSG00000274372.4,RP11-94I2.4
ENSG00000254539.1,RP4-791M13.3
ENSG00000203786.6,KPRP
ENSG00000236263.1,RP11-263K19.6
ENSG00000171786.5,NHLH1
ENSG00000143257.11,NR1I3
ENSG00000198929.12,NOS1AP
ENSG00000198821.10,CD247
ENSG00000007933.12,FMO3
ENSG00000213060.4,RP4-612B18.3
ENSG00000252612.1,Y_RNA
ENSG00000221680.1,MIR1278
ENSG00000227887.1,RPS26P13
ENSG00000143494.15,VASH2
ENSG00000228255.1,RP11-323I1.1
ENSG00000213033.4,AURKAPS1
ENSG00000243709.1,LEFTY1
ENSG00000198128.3,OR2L3
ENSG00000271868.1,RP11-1293J14.1
ENSG00000227363.1,AC019172.2
ENSG00000134317.17,GRHL1
ENSG00000243819.4,RN7SL832P
ENSG00000279663.2,RP11-542H15.1
ENSG00000214711.9,CAPN14
ENSG00000232973.11,CYP1B1-AS1
ENSG00000271443.1,RP11-541E12.1
ENSG00000206964.1,Y_RNA
ENSG00000201076.1,RNU4-51P
ENSG00000232403.1,RP11-511I11.1
ENSG00000242412.1,DBIL5P2
ENSG00000273306.1,RP11-527J8.1
ENSG00000274010.1,RP5-935K16.2
ENSG00000229797.1,AC140481.8
ENSG00000018607.6,ZNF806
ENSG00000231890.7,DARS-AS1
ENSG00000237327.1,UPP2-IT1
ENSG00000153246.12,PLA2R1
ENSG00000229195.1,AC009495.4
ENSG00000236107.7,AC010127.3
ENSG00000144355.14,DLX1
ENSG00000271151.1,RP11-394I13.2
ENSG00000188738.13,FSIP2
ENSG00000253559.1,OSGEPL1-AS1
ENSG00000231672.6,DIRC3
ENSG00000278524.1,MIR6810
ENSG00000181798.2,LINC00471
ENSG00000227252.1,AC105760.2
ENSG00000232901.1,CYCSP10
ENSG00000226320.5,AC018359.1
ENSG00000222942.1,RN7SKP58
ENSG00000271192.1,RP4-555D20.3
ENSG00000055955.15,ITIH4
ENSG00000252301.1,RNA5SP134
ENSG00000243410.1,RP11-245J9.4
ENSG00000272181.1,RP11-245J9.6
ENSG00000272710.1,CTD-2026G6.3
ENSG00000239462.1,CTD-2021J15.1
ENSG00000273374.1,RP11-383I23.2
ENSG00000065485.18,PDIA5
ENSG00000264986.1,MIR5092
ENSG00000250796.1,RP11-723O4.3
ENSG00000251287.8,ALG1L2
ENSG00000174611.11,KY
ENSG00000280399.1,RP11-80P20.3
ENSG00000272656.1,RP11-219D15.3
ENSG00000244692.3,RN7SL724P
ENSG00000174912.7,METTL15P1
ENSG00000222357.1,RNU2-20P
ENSG00000226765.1,RPSAP33
ENSG00000238077.1,NMNAT1P3
ENSG00000229178.1,AC069513.4
ENSG00000273375.1,RP11-803P9.1
ENSG00000250634.5,LINC01182
ENSG00000248698.5,LINC01085
ENSG00000251679.1,RP11-669M16.2
ENSG00000249988.1,RP11-669M16.1
ENSG00000272576.1,RP11-365H22.2
ENSG00000188993.3,LRRC66
ENSG00000272969.1,RP11-528I4.2
ENSG00000269949.1,RP11-738E22.3
ENSG00000250075.5,RP11-584P21.2
ENSG00000279464.1,RP11-17P16.1
ENSG00000272677.1,RP11-127B20.3
ENSG00000249755.2,RP11-466G12.2
ENSG00000252087.1,RN7SKP248
ENSG00000251401.2,RP11-11N6.1
ENSG00000214559.3,RP11-323J4.1
ENSG00000245322.6,RP11-15B17.1
ENSG00000251259.1,AC004069.2
ENSG00000281731.2,RP11-384K6.8
ENSG00000252503.1,RNU6-531P
ENSG00000283468.1,MIR4454
ENSG00000272646.1,RP11-188P17.2
ENSG00000249734.1,RP11-332J15.1
ENSG00000272049.1,RP11-480D4.6
ENSG00000271715.1,CTD-2256P15.5
ENSG00000248150.1,RP1-167G20.1
ENSG00000164175.14,SLC45A2
ENSG00000272103.1,CTD-2653M23.3
ENSG00000248240.1,RP11-159F24.5
ENSG00000279557.1,CTD-2210P15.3
ENSG00000249286.1,AMD1P3
ENSG00000280159.1,CTD-2591A1.1
ENSG00000223003.1,RNA5SP184
ENSG00000248727.5,CTC-236F12.4
ENSG00000249352.4,RP11-141O11.2
ENSG00000253985.1,RP11-136K7.3
ENSG00000249856.1,CTD-2503O16.4
ENSG00000171643.13,S100Z
ENSG00000243304.3,CTC-428G20.1
ENSG00000271918.1,CTD-2287O16.5
ENSG00000248445.5,SEMA6A-AS1
ENSG00000239528.1,RPS14P8
ENSG00000138829.11,FBN2
ENSG00000279197.1,CTB-3M24.1
ENSG00000273345.5,CTD-2410N18.4
ENSG00000254996.5,ANKHD1-EIF4EBP3
ENSG00000279726.1,AC005609.16
ENSG00000255408.3,PCDHA3
ENSG00000204967.10,PCDHA4
ENSG00000204965.8,PCDHA5
ENSG00000204963.5,PCDHA7
ENSG00000204962.5,PCDHA8
ENSG00000204961.6,PCDHA9
ENSG00000250120.6,PCDHA10
ENSG00000249158.6,PCDHA11
ENSG00000251664.3,PCDHA12
ENSG00000239389.7,PCDHA13
ENSG00000248383.4,PCDHAC1
ENSG00000253953.2,PCDHGB4
ENSG00000250820.1,RP11-91H12.4
ENSG00000247679.2,RP11-1277A3.1
ENSG00000213328.3,RP11-281O15.2
ENSG00000087116.14,ADAMTS2
ENSG00000233064.2,RP3-380B8.4
ENSG00000261584.1,RP11-457M11.5
ENSG00000272236.1,XXbac-BPG170G13.32
ENSG00000181126.13,HLA-V
ENSG00000213780.10,GTF2H4
ENSG00000112559.13,MDFI
ENSG00000271754.1,RP3-337H4.9
ENSG00000124743.5,KLHL31
ENSG00000227885.1,RP11-79N23.1
ENSG00000228614.1,RP13-476E20.1
ENSG00000111799.20,COL12A1
ENSG00000189367.14,KIAA0408
ENSG00000279968.1,GVQW2
ENSG00000278206.1,RP1-20N2.8
ENSG00000118495.18,PLAGL1
ENSG00000283122.1,HYMAI
ENSG00000261420.1,RP1-168L15.5
ENSG00000272980.4,RP11-517H2.6
ENSG00000272848.1,RP1-137D17.2
ENSG00000279048.1,RP11-511H23.2
ENSG00000227014.5,AC007285.6
ENSG00000106113.18,CRHR2
ENSG00000260070.1,RP11-182J23.1
ENSG00000241756.3,RN7SL83P
ENSG00000223558.1,TRIM60P17
ENSG00000206785.1,SNORA15
ENSG00000265479.6,DTX2P1-UPK3BP1-PMS2P11
ENSG00000227646.7,STEAP2-AS1
ENSG00000106246.17,PTCD1
ENSG00000222386.1,RN7SKP86
ENSG00000272854.1,RP4-593H12.1
ENSG00000238297.2,U3
ENSG00000282859.1,CTA-250D13.1
ENSG00000272230.1,MIR3666
ENSG00000242593.5,RP5-921G16.1
ENSG00000135248.15,FAM71F1
ENSG00000275106.1,RP11-309L24.10
ENSG00000277269.1,MESTIT1_1
ENSG00000282499.1,TRBV25-1
ENSG00000237254.2,TRBV30
ENSG00000253426.5,RP11-10A14.4
ENSG00000253390.1,CTC-756D1.2
ENSG00000183154.1,RP11-863K10.7
