gene_id,gene_name
ENSG00000237491.8,RP11-206L10.9
ENSG00000231050.1,RP1-140A9.1
ENSG00000169885.9,CALML6
ENSG00000142609.17,CFAP74
ENSG00000234396.3,RP11-181G12.4
ENSG00000232912.5,RP5-1115A15.1
ENSG00000274258.1,MIR6728
ENSG00000228526.5,MIR34A
ENSG00000281937.1,RP3-510D11.4
ENSG00000243267.3,RN7SL614P
ENSG00000162461.7,SLC25A34
ENSG00000237276.8,ANO7P1
ENSG00000272084.1,RP5-1126H10.2
ENSG00000206888.1,RNU6-48P
ENSG00000230833.1,RPEP3
ENSG00000225750.1,RP11-242O24.3
ENSG00000201542.1,SNORA62
ENSG00000252368.1,RNA5SP43
ENSG00000281207.1,SLFNL1-AS1
ENSG00000235358.1,RP11-399E6.1
ENSG00000204060.6,FOXO6
ENSG00000230116.1,RP11-163G10.2
ENSG00000236180.2,RP11-163G10.4
ENSG00000229348.1,HYI-AS1
ENSG00000117407.16,ARTN
ENSG00000234315.1,OSTCP5
ENSG00000232514.1,RP11-329A14.2
ENSG00000213735.2,ANAPC10P1
ENSG00000252018.1,RNU2-30P
ENSG00000174332.5,GLIS1
ENSG00000236888.1,RPS20P5
ENSG00000233216.1,RP11-414C16.1
ENSG00000236646.1,LAMTOR5P1
ENSG00000244256.3,RN7SL130P
ENSG00000228853.1,NEGR1-IT1
ENSG00000227960.1,RP5-837I24.6
ENSG00000226970.2,RP11-82H13.2
ENSG00000225568.1,RP11-384B12.3
ENSG00000177173.5,NAP1L4P1
ENSG00000236804.1,RPS3AP12
ENSG00000226443.3,GAPDHP32
ENSG00000239873.2,GAPDHP27
ENSG00000236806.1,RPL7AP15
ENSG00000232536.1,RP11-74C1.4
ENSG00000207606.1,MIR554
ENSG00000227045.1,RP11-98D18.1
ENSG00000236940.1,RP11-98D18.7
ENSG00000242252.1,BGLAP
ENSG00000211581.1,MIR765
ENSG00000233411.1,RP11-104L21.2
ENSG00000273160.1,RP11-104L21.3
ENSG00000252552.1,RNU6-307P
ENSG00000213058.3,RP4-765C7.2
ENSG00000232036.2,GS1-115G20.2
ENSG00000273198.1,GS1-304P7.3
ENSG00000231333.2,RPL34P6
ENSG00000163395.16,IGFN1
ENSG00000236523.2,NPM1P40
ENSG00000225522.2,RP11-203F10.1
ENSG00000229991.1,AKR1B1P1
ENSG00000226349.1,RP11-145A3.2
ENSG00000227711.3,FAM166AP4
ENSG00000215812.5,ZNF847P
ENSG00000183929.7,DUSP5P1
ENSG00000119283.15,TRIM67
ENSG00000231940.1,RPS7P3
ENSG00000230026.2,RP11-382D8.5
ENSG00000226014.1,RP11-467I20.4
ENSG00000231440.1,RP11-467I20.6
ENSG00000223963.2,THAP12P8
ENSG00000272195.1,RP11-156E8.1
ENSG00000238224.1,RP11-522M21.2
ENSG00000231612.1,RP11-522M21.3
ENSG00000225300.1,RP11-1086F11.1
ENSG00000205639.9,MFSD2B
ENSG00000214465.3,SMARCE1P6
ENSG00000227133.1,AC011742.5
ENSG00000230730.1,AC074011.2
ENSG00000163806.15,SPDYA
ENSG00000199603.1,RNU6-951P
ENSG00000223922.1,ASS1P2
ENSG00000232526.1,VDAC1P13
ENSG00000273913.1,Metazoa_SRP
ENSG00000278957.1,RP11-89K21.2
ENSG00000235369.1,RPL36AP15
ENSG00000237522.1,NONOP2
ENSG00000206937.1,SNORA70B
ENSG00000271657.1,RP11-270B14.1
ENSG00000279485.1,RP11-391A7.1
ENSG00000281920.1,RP11-418H16.1
ENSG00000207016.1,SNORA36C
ENSG00000233155.1,HMGA1P8
ENSG00000225933.1,AC133965.1
ENSG00000125551.18,PLGLB2
ENSG00000143429.10,AC027612.6
ENSG00000278631.1,RP11-71B7.1
ENSG00000277701.4,RP11-734K23.9
ENSG00000228551.1,SNRPGP9
ENSG00000271590.1,RP11-181E10.3
ENSG00000270190.1,RP11-803D5.4
ENSG00000226928.1,RPS14P4
ENSG00000279191.1,RP11-803D5.1
ENSG00000234997.1,AC016745.3
ENSG00000230391.1,RPSAP23
ENSG00000264075.1,MIR4783
ENSG00000271179.1,RP11-629P16.1
ENSG00000230992.3,FAM201B
ENSG00000235651.1,AC064850.4
ENSG00000241772.2,AC092620.2
ENSG00000206869.1,SNORA70F
ENSG00000229827.1,AC093899.3
ENSG00000224553.1,AC008065.1
ENSG00000243770.3,RN7SL65P
ENSG00000252027.1,RNU6ATAC14P
ENSG00000270664.1,RP11-544H14.1
ENSG00000278004.1,Pinc
ENSG00000231035.1,RPL7L1P9
ENSG00000222714.1,RN7SKP38
ENSG00000283639.1,MIR9500
ENSG00000235024.1,AC097468.7
ENSG00000169031.18,COL4A3
ENSG00000201044.1,RNU6-268P
ENSG00000224376.1,AC017104.6
ENSG00000124835.2,AC105760.3
ENSG00000202099.1,RNU6-234P
ENSG00000207611.1,MIR149
ENSG00000154252.11,GAL3ST2
ENSG00000224239.1,AC090044.2
ENSG00000125046.14,SSUH2
ENSG00000225026.1,AC091492.2
ENSG00000235629.1,AC090952.5
ENSG00000201545.1,RNU4-85P
ENSG00000201713.1,RNA5SP125
ENSG00000215004.3,MESTP4
ENSG00000276147.1,MIR548AY
ENSG00000172940.11,SLC22A13
ENSG00000144671.10,SLC22A14
ENSG00000223513.1,ATP6V0E1P2
ENSG00000271941.1,RP11-188P20.3
ENSG00000223916.1,RP11-353H3.1
ENSG00000214773.1,RP11-717D12.1
ENSG00000274420.1,uc_338
ENSG00000199591.1,Y_RNA
ENSG00000243696.4,RP5-966M1.6
ENSG00000213533.11,TMEM110
ENSG00000229806.1,RPS15P5
ENSG00000281708.1,ERC2-IT1
ENSG00000210841.1,RNU6ATAC26P
ENSG00000225662.2,RP11-1036F1.1
ENSG00000244632.3,RN7SL863P
ENSG00000238278.3,ALG1L6P
ENSG00000243794.1,SNRPCP10
ENSG00000249274.1,PDLIM1P4
ENSG00000242525.1,OR7E100P
ENSG00000241889.1,RP11-435F17.3
ENSG00000240375.1,VPS26AP1
ENSG00000240912.1,RP11-274J15.2
ENSG00000241596.1,RP11-326J18.1
ENSG00000241346.1,SNRPCP11
ENSG00000279328.1,RP11-203H19.2
ENSG00000201210.1,RNA5SP139
ENSG00000222627.1,RNU2-37P
ENSG00000114656.10,KIAA1257
ENSG00000248243.1,RP11-93K22.13
ENSG00000241905.1,NDUFS6P1
ENSG00000158220.13,ESYT3
ENSG00000214280.3,RP11-553K23.2
ENSG00000201600.1,RN7SKP124
ENSG00000240012.1,SLC9A9-AS1
ENSG00000199994.1,RNA5SP145
ENSG00000243314.1,RP11-538P18.1
ENSG00000283245.1,SCHIP1
ENSG00000242285.1,RPL6P8
ENSG00000241882.1,RP11-637O11.2
ENSG00000231888.1,MTND5P15
ENSG00000251730.1,SNORA4
