gene_id,gene_name
ENSG00000215014.4,RP5-832C2.5
ENSG00000237436.1,RP11-312B8.1
ENSG00000175279.21,APITD1
ENSG00000116771.5,AGMAT
ENSG00000233427.1,RP1-212P9.3
ENSG00000212541.1,RNU6-510P
ENSG00000234917.2,RP5-994D16.3
ENSG00000225099.1,ATP6V1E1P1
ENSG00000280836.1,AL355480.1
ENSG00000224805.2,LINC00853
ENSG00000224680.4,PLA2G12AP1
ENSG00000223416.3,RPS26P15
ENSG00000271200.1,RP11-430G17.3
ENSG00000081985.10,IL12RB2
ENSG00000261213.1,RP11-510C10.4
ENSG00000162624.14,LHX8
ENSG00000224149.1,RP11-510C10.3
ENSG00000203943.8,SAMD13
ENSG00000240520.5,UOX
ENSG00000122432.16,SPATA1
ENSG00000267272.5,LINC01140
ENSG00000234332.1,BCAS2P2
ENSG00000232952.1,RP11-90H3.1
ENSG00000224550.1,RP11-270C12.3
ENSG00000264419.1,MIR548AC
ENSG00000271427.1,RP11-188D8.1
ENSG00000231752.5,EMBP1
ENSG00000232527.7,RP11-14N7.2
ENSG00000229002.1,RP11-666A1.4
ENSG00000206791.1,RNU1-129P
ENSG00000177144.6,NUDT4P1
ENSG00000270882.2,HIST2H4A
ENSG00000237976.1,RP11-126K1.6
ENSG00000269489.1,RP11-98D18.17
ENSG00000282386.1,RP11-422P24.12
ENSG00000273026.1,RP11-422P24.10
ENSG00000232093.1,RP11-307C12.11
ENSG00000236947.5,RP11-98G7.1
ENSG00000198400.11,NTRK1
ENSG00000227373.5,RP11-160H22.5
ENSG00000261060.1,RP11-545A16.4
ENSG00000231767.3,RP11-92K2.2
ENSG00000232077.1,LINC01031
ENSG00000203724.10,C1orf53
ENSG00000229191.1,RP11-168O16.1
ENSG00000275207.1,MIR6740
ENSG00000196878.13,LAMB3
ENSG00000200972.1,RNU5A-8P
ENSG00000226986.4,RP11-543B16.2
ENSG00000225233.1,RP11-554K11.2
ENSG00000177770.11,CDKN2AIPNLP1
ENSG00000279306.1,RP5-915N17.11
ENSG00000252051.1,RN7SKP276
ENSG00000180287.16,PLD5
ENSG00000238243.3,OR2W3
ENSG00000226191.3,CLK3P2
ENSG00000232835.1,AC107057.1
ENSG00000230090.5,AC108025.2
ENSG00000224177.6,LINC00570
ENSG00000223536.5,AC008069.1
ENSG00000237670.1,AC080094.1
ENSG00000231200.1,AC068490.2
ENSG00000115138.10,POMC
ENSG00000171303.6,KCNK3
ENSG00000269210.2,RP11-173C1.1
ENSG00000226087.1,AC106869.2
ENSG00000260101.1,RP11-568N6.1
ENSG00000159374.17,M1AP
ENSG00000229385.1,AC010975.1
ENSG00000249884.8,RNF103-CHMP3
ENSG00000204745.3,AC083899.3
ENSG00000211597.2,IGKJ1
ENSG00000232717.1,TRIM51JP
ENSG00000274286.1,ADRA2B
ENSG00000275655.1,RN7SL313P
ENSG00000273045.5,C2orf15
ENSG00000234988.1,AC068538.4
ENSG00000170417.14,TMEM182
ENSG00000272861.1,RP11-332H14.1
ENSG00000282033.1,RP11-506F3.1
ENSG00000231536.1,AC123886.2
ENSG00000189223.14,PAX8-AS1
ENSG00000238207.1,AC009312.1
ENSG00000279227.1,AC009303.2
ENSG00000213236.3,YWHAZP2
ENSG00000227653.1,ISCA1P6
ENSG00000237574.1,AC079776.3
ENSG00000230756.1,RHOQP3
ENSG00000136698.8,CFC1
ENSG00000233087.7,WTH3DI
ENSG00000273073.1,RP11-109E12.1
ENSG00000226953.7,AC010890.1
ENSG00000144229.11,THSD7B
ENSG00000144227.4,NXPH2
ENSG00000115290.9,GRB14
ENSG00000277998.1,RP11-452N17.1
ENSG00000230104.1,AC018712.2
ENSG00000231453.1,LINC01305
ENSG00000217236.1,SP9
ENSG00000226853.2,AC010894.3
ENSG00000236449.1,AC018890.6
ENSG00000272551.1,RP11-324L17.1
ENSG00000163364.9,LINC01116
ENSG00000224577.1,LINC01117
ENSG00000256458.1,RP11-363J17.1
ENSG00000183671.12,GPR1
ENSG00000224342.1,AC007879.1
ENSG00000225916.1,AC007879.4
ENSG00000118231.4,CRYGD
ENSG00000174453.9,VWC2L
ENSG00000272944.1,CTD-2308L22.1
ENSG00000237732.9,AC010980.2
ENSG00000130561.16,SAG
ENSG00000178752.15,ERFE
ENSG00000134115.12,CNTN6
ENSG00000235831.6,BHLHE40-AS1
ENSG00000229642.1,AC027119.1
ENSG00000225386.1,AC099754.1
ENSG00000235493.1,AC092415.1
ENSG00000206557.5,TRIM71
ENSG00000144681.10,STAC
ENSG00000183873.15,SCN5A
ENSG00000187094.11,CCK
ENSG00000272121.1,RP4-555D20.4
ENSG00000231884.1,NDUFB1P1
ENSG00000280417.1,RP11-5O17.1
ENSG00000264013.1,MIR3938
ENSG00000242428.5,C3orf67-AS1
ENSG00000241506.1,PSMC1P1
ENSG00000206538.8,VGLL3
ENSG00000178660.6,ARMC10P1
ENSG00000244153.1,WWP1P1
ENSG00000114529.12,C3orf52
ENSG00000261488.1,RP11-757F18.5
ENSG00000163606.10,CD200R1
ENSG00000273394.1,RP11-255E6.6
ENSG00000171084.15,FAM86JP
ENSG00000206384.10,COL6A6
ENSG00000241570.8,PAQR9-AS1
ENSG00000231213.6,PLSCR5
ENSG00000198829.6,SUCNR1
ENSG00000239508.1,PLCH1-AS1
ENSG00000241135.5,LINC00881
ENSG00000272247.1,RP11-379F4.9
ENSG00000283154.1,IQCJ-SCHIP1
ENSG00000180044.4,C3orf80
ENSG00000196542.8,SPTSSB
ENSG00000173890.16,GPR160
ENSG00000240497.2,RP11-185E8.1
ENSG00000231310.3,TBL1XR1-AS1
ENSG00000228221.5,LINC00578
ENSG00000270321.1,RP11-2L8.2
ENSG00000197584.11,KCNMB2
ENSG00000243187.1,CCDC39-AS1
ENSG00000236508.1,ATP13A5-AS1
ENSG00000225742.5,RP11-513G11.4
ENSG00000233487.6,RPSAP69
ENSG00000235126.1,AC128709.3
ENSG00000226435.10,ANKRD18DP
ENSG00000270090.5,RP11-529E10.7
ENSG00000272620.1,AFAP1-AS1
ENSG00000169676.5,DRD5
ENSG00000250896.1,RNPS1P1
ENSG00000241612.1,RP13-585F24.1
ENSG00000240005.5,RP11-293A21.1
ENSG00000134962.6,KLB
ENSG00000249241.1,AC195454.1
ENSG00000163293.11,NIPAL1
ENSG00000128045.6,RASL11B
ENSG00000250821.2,RP11-345F18.1
ENSG00000250846.6,EPHA5-AS1
ENSG00000056291.17,NPFFR2
ENSG00000279013.1,RP11-254A24.2
ENSG00000249599.1,BMPR1B-AS1
ENSG00000248713.1,RP11-766F14.2
ENSG00000153064.11,BANK1
ENSG00000155011.8,DKK2
ENSG00000249465.1,RBMXP4
ENSG00000272795.1,RP11-602N24.3
ENSG00000260526.1,RP11-73K9.2
ENSG00000178403.3,NEUROG2
ENSG00000201186.1,RNU4-33P
ENSG00000184139.8,RPL7AP28
ENSG00000196951.10,SCOC-AS1
ENSG00000241923.2,RPL14P3
ENSG00000171509.15,RXFP1
ENSG00000121089.4,NACA3P
ENSG00000183439.7,TRIM61
ENSG00000248632.1,RP11-366M4.11
ENSG00000174473.15,GALNTL6
ENSG00000234801.3,MORF4
ENSG00000164120.13,HPGD
ENSG00000145451.12,GLRA3
ENSG00000249460.1,RP11-665C14.2
ENSG00000249679.1,RP11-279O9.4
ENSG00000279943.1,FLJ38576
ENSG00000179046.8,TRIML2
ENSG00000201085.1,RNU6-173P
ENSG00000185028.3,LRRC14B
ENSG00000261434.1,CTD-2083E4.7
ENSG00000247732.2,RP11-404K5.1
ENSG00000250668.1,CTD-2296D1.2
ENSG00000169777.6,TAS2R1
ENSG00000183654.8,MARCH11
ENSG00000271892.1,CTD-2228A4.1
ENSG00000248455.5,RP11-321E2.3
ENSG00000277878.1,CTD-2269E23.4
ENSG00000113389.15,NPR3
ENSG00000172244.8,C5orf34
ENSG00000249203.1,RP11-473L15.3
